homo_left;homo_right;size_left;size_right;cam_id_left;cam_id_right;origin;ratio_px_mm;pano_size
[[-0.0021152866586423356, 1.0209369647801465, 6.345856802656526], [-1.02289478363717, 0.003745346801023937, 4183.0385735262535], [-4.583127157042531e-06, 1.4641683047659608e-06, 1.0183279255010131]];[[0.041507160082750065, -1.031702608002323, 5587.203151849737], [1.0325042115625855, 0.010107508906319935, 1.0860365726644933e-05], [6.532680422669042e-06, -8.890233135505021e-07, 1.002666180917338]];(4000, 3000);(4000, 3000);0;1;[94.36404418945312, 472.531982421875];0.0643831973897;(5588, 4108)
