homo_left;homo_right;size_left;size_right;cam_id_left;cam_id_right;origin;ratio_px_mm;pano_size
[[0.003255197077814529, 1.0278634575428687, -3.626954141187472e-06], [-1.0057326485297897, -0.0015866559962837334, 4145.46683517385], [5.634437750167124e-06, 4.2429068502545086e-06, 0.9774678834370817]];[[-0.034662241763508905, -1.048917850798392, 5853.5632587124255], [0.9962624840061842, -0.020213754510682774, 80.85501818733859], [-7.256304033817105e-06, -8.873471614481301e-06, 1.0266115413718295]];(4000, 3000);(4000, 3000);2;3;[123.11531066894531, 387.08837890625];0.0629079571808;(5722, 4242)
